artist,player,song,pid,time
Really Doe,Kyle Lowry,Really Doe,13287,1568758912.7459188
Really Doe,Kyle Lowry,Really Doe,13287,1568758915.3693187
Really Doe,Kyle Lowry,Really Doe,13287,1568758915.9403248
Really Doe,Kyle Lowry,Really Doe,13287,1568758916.5928504
Really Doe,Kyle Lowry,Really Doe,13287,1568758917.293149
Really Doe,Kyle Lowry,Really Doe,13287,1568758918.0231373
Really Doe,Kyle Lowry,Really Doe,13287,1568758918.648973
Really Doe,Kyle Lowry,Really Doe,13287,1568758919.3226922
Really Doe,Kyle Lowry,Really Doe,13287,1568758919.8891394
Really Doe,Kyle Lowry,Really Doe,13287,1568758920.7654293
Really Doe,Kyle Lowry,Really Doe,13287,1568758921.2991204
Really Doe,Kyle Lowry,Really Doe,13287,1568758922.0632727
Really Doe,Kyle Lowry,Really Doe,13287,1568758922.8548114
Really Doe,Kyle Lowry,Really Doe,13287,1568758923.5512831
Really Doe,Kyle Lowry,Really Doe,13287,1568758924.1190157
Really Doe,Kyle Lowry,Really Doe,13287,1568758924.6781902
Really Doe,Kyle Lowry,Really Doe,13287,1568758925.546874
Really Doe,Kyle Lowry,Really Doe,13287,1568758926.4288104
Mac Miller,Michael Phelps,Knock Knock,13292,1568758926.5429828
Really Doe,Kyle Lowry,Really Doe,13287,1568758927.2168114
Really Doe,Kyle Lowry,Really Doe,13287,1568758927.9801352
Reason (rapper),Bobby Brown,The Reason,13287,1568758933.775835
Red Café,Paul Pierce,Fly Together,13287,1568758949.7663276
Red Café,Michael Jordan,Gucci Everything,13287,1568758955.330161
Red Café,Kevin Durant,Headquaters,13287,1568758961.599859
Pharoahe Monch,Charles Barkley,Assassins,13295,1568758962.5069907
Pharoahe Monch,Chris Paul,Assassins,13295,1568758962.5080307
Lil B,James Posey,Suck My Dick Hoe,13297,1568758965.0025043
Red Café,Paul Pierce,Fly Together,13287,1568758966.0836287
Pharrell Williams,Michael Jordan,Heatstroke,13295,1568758983.7245123
Lil Baby,John Wall,Freestyle,13297,1568758985.6150036
Mack Maine,Roy Hibbert,Fresher Than Ever,13292,1568758997.4629643
Mack Maine,Paul George,Fresher Than Ever,13292,1568758997.463701
K Camp,Bradley Beal,Lottery,13288,1568758997.780946
Lil Baby,Larry Bird,Alley Oop,13297,1568758998.5591388
Lil Baby,Tim Duncan,Alley Oop,13297,1568758998.5592723
Lil Baby,Magic Johnson,Alley Oop,13297,1568758998.5593753
Lil Bibby,Michael Jordan,Low,13297,1568759007.732353
Mack Maine,Roy Hibbert,Fresher Than Ever,13292,1568759010.6018214
Mack Maine,Paul George,Fresher Than Ever,13292,1568759010.6025538
K Camp,Bradley Beal,Lottery,13288,1568759015.7137172
Lil Bibby,Steve Nash,Get 2 Bussin,13297,1568759017.6065204
K Camp,Bradley Beal,Lottery,13288,1568759018.82669
Reef the Lost Cauze,Rick Fox,The Vice of Killing,13287,1568759022.641027
K Camp,Dwyane Wade,Hoop Dreams,13288,1568759025.4909816
K Camp,LeBron James,Hoop Dreams,13288,1568759025.4911897
K Camp,Dwyane Wade,Hoop Dreams,13288,1568759025.491372
K Camp,LeBron James,Hoop Dreams,13288,1568759025.4915454
K Camp,Dwyane Wade,Hoop Dreams,13288,1568759025.4917204
K Camp,LeBron James,Hoop Dreams,13288,1568759025.4918807
K Camp,Dwyane Wade,Hoop Dreams,13288,1568759025.4920487
K Camp,LeBron James,Hoop Dreams,13288,1568759025.49222
K Camp,Dwyane Wade,Hoop Dreams,13288,1568759025.4923892
K Camp,LeBron James,Hoop Dreams,13288,1568759025.4925644
Reef the Lost Cauze,Mel Gibson,Midnight Burial,13287,1568759027.9321377
Reef the Lost Cauze,Kyle Lowry,Tongan Death Grip,13287,1568759029.4759207
Lil Bibby,Michael Jordan,Low,13297,1568759034.2696884
Phife Dawg,Carl Thomas,Nah Mean,13295,1568759035.6838877
Philthy Rich,Damian Lillard,Troublesome 59,13295,1568759044.8204005
Mr. Cheeks,Jeremy Lin,The 90's Are Back Pt. 2,13291,1568759052.3400166
MadeinTYO,Yao Ming,2 Flights,13292,1568759056.1534703
Madchild,Magic Johnson,Top Cat,13292,1568759086.4395244
Lil Dicky,Joel Embiid,Earth,13297,1568759087.4605482
Reks,Jerry West,Jump Shots,13287,1568759093.147618
Reks,Patrick Ewing,Jump Shots,13287,1568759093.147748
Lil Dicky,Dennis Rodman,Classic Male Pregame,13297,1568759098.0350971
Lil Dicky,Joel Embiid,Earth,13297,1568759098.8814325
Phresher,Reggie Miller,On the Low,13295,1568759105.847902
Lil Dicky,Dennis Rodman,Classic Male Pregame,13297,1568759108.0703182
Mr. Muthafuckin' eXquire,Steven Smith,Ice Cups,13291,1568759125.0101426
Mr. Muthafuckin' eXquire,Anthony Mason,Ice Cups,13291,1568759125.0103114
Madlib,Iman Shumpert,Knicks,13292,1568759131.557193
K-Solo,Jeremy Lin,Solo Shit,13288,1568759133.7729664
Mr. Porter,Klay Thompson,Testing Me,13291,1568759143.2048333
Mr. Porter,Klay Thompson,Testing Me,13291,1568759150.244266
Pimp C,James Jones,What Up,13295,1568759161.5156147
RZA,Bobby Brown,So Appalled,13297,1568759166.537594
Pimp C,James Jones,Trill,13295,1568759166.6178682
Planet Asia,Chris Bosh,Majestic Accolades,13295,1568759170.0992815
Rhymefest,Michael Jordan,Brand New,13287,1568759173.6539404
Rhymefest,Michael Jordan,Brand New,13287,1568759174.7378488
Planet Asia,Chris Bosh,Majestic Accolades,13295,1568759180.6898494
RZA,Michael Jordan,We Pop,13297,1568759180.7268367
RZA,Mookie Blaylock,Holocaust (Silkworm),13297,1568759181.7807398
RZA,Joe Young,Holocaust (Silkworm),13297,1568759181.7808719
K.A.A.N.,Clyde Drexler,The Door,13288,1568759184.8478255
K.A.A.N.,Joel Embiid,Some Other Shit,13288,1568759191.809912
K.A.A.N.,Shawn Marion,Deadline,13288,1568759192.6455798
Murphy Lee,Tracy McGrady,Luv Me Baby,13291,1568759199.0841632
Playboi Carti,Yao Ming,Yah Mean,13295,1568759202.893968
Playboi Carti,Yao Ming,Yah Mean,13295,1568759202.8941398
Playboi Carti,Yao Ming,Yah Mean,13295,1568759202.894279
Playboi Carti,Yao Ming,Yah Mean,13295,1568759202.8944154
Playboi Carti,Yao Ming,Yah Mean,13295,1568759202.8945496
Playboi Carti,Yao Ming,Yah Mean,13295,1568759202.8946838
Playboi Carti,Yao Ming,Yah Mean,13295,1568759202.8948188
Playboi Carti,Ray Allen,Lame Niggaz,13295,1568759212.3340847
Playboi Carti,Ray Allen,Lame Niggaz,13295,1568759212.3342566
Playboi Carti,Michael Phelps,Old Money,13295,1568759215.8144753
Rich Homie Quan,Dennis Rodman,Flex (Ooh, Ooh, Ooh),13287,1568759244.911777
PnB Rock,James Worthy,Nowadays,13295,1568759245.499387
Rich Homie Quan,Dennis Rodman,Flex (Ooh, Ooh, Ooh),13287,1568759245.8340704
Rich Homie Quan,Dennis Rodman,Flex (Ooh, Ooh, Ooh),13287,1568759246.6749296
Sabac Red,Rick Fox,The Vice of Killing,13297,1568759251.8095136
Polo G,James Harden,Effortless,13295,1568759255.7855082
Sabac Red,Joe Young,Urban Gorillas,13297,1568759255.9664035
Sabac Red,Joe Young,Urban Gorillas,13297,1568759256.3654413
Polo G,Kyrie Irving,Picture This,13295,1568759260.7352765
Montana of 300,Michael Jordan,Air Jordan,13291,1568759264.1530004
Montana of 300,Patrick Ewing,Air Jordan,13291,1568759264.153175
Montana of 300,Hakeem Olajuwon,Undertaker,13291,1568759265.7214592
Rich Homie Quan,Dennis Rodman,Flex (Ooh, Ooh, Ooh),13287,1568759270.2482977
Polo G,Jerome Kersey,Polo Sweater,13295,1568759270.9884818
Montana of 300,Andrew Wiggins,Slaughterhouse,13291,1568759272.0613976
Snootie Wild,Bobby Brown,Double Cup (Remix),13288,1568759273.1447473
Sadat X,Mario Elie,Loud Hangover,13297,1568759278.0738153
Sadat X,Roy Rogers,Wild Cowboys,13297,1568759282.9466996
N.O.R.E.,Manute Bol,Off The Rip,13291,1568759285.4922345
N.O.R.E.,Carl Thomas,I Love My Life,13291,1568759291.107583
N.O.R.E.,Jimmy Jones,Fantastic 4,13291,1568759296.0622447
N.O.R.E.,LeBron James,Bendicion,13291,1568759297.8253396
Rick Rock,Bernard King,Nickel Rock,13287,1568759300.0930996
N.O.R.E.,John Starks,The Assignment,13291,1568759304.6940722
Rick Rock,Bernard King,Nickel Rock,13287,1568759319.5393858
Timbaland,Steve Nash,Promiscuous,13292,1568759323.175285
Timbaland,Steve Nash,Promiscuous,13292,1568759325.0508935
Wrekonize,Michael Olowokandi,Orangutan,13291,1568759336.0293236
Wrekonize,Karl Malone,Orangutan,13291,1568759336.0302975
Timbaland,Steve Nash,Promiscuous,13292,1568759336.6980112
Sage the Gemini,Allen Iverson,Payback,13297,1568759367.5714438
Sage the Gemini,Carlos Boozer,Swerve,13297,1568759371.7630005
SahBabii,Rock Lee,Anime World,13297,1568759381.0764399
SahBabii,Rock Lee,Anime World,13297,1568759381.0766118
SahBabii,Allen Iverson,Watery,13297,1568759385.173954
SahBabii,Kyle Lowry,Throw It,13297,1568759389.1235328
SahBabii,Magic Johnson,Sylvan,13297,1568759390.9874883
Soulja Boy,Kobe Bryant,I Got Me Some Bapes,13288,1568759404.3480132
Soulja Boy,Dikembe Mutombo,Pronto,13288,1568759415.3037481
Xzibit,Vince Carter,Some L.A. Niggaz,13291,1568759415.8357797
Soulja Boy,Kobe Bryant,Bapes,13288,1568759418.325956
Rittz,Hank Williams,For Real,13287,1568759428.2523022
Rittz,Mel Gibson,High Five,13287,1568759435.1425924
South Park Mexican,Ben Davis,Wiggy,13288,1568759445.3565638
South Park Mexican,Sam Cassell,Wiggy,13288,1568759445.3566992
Rittz,Jeremy Lin,Profit,13287,1568759446.4076571
South Park Mexican,Bobby Brown,2 Joints,13288,1568759470.449962
Ya Boy,LeBron James,We Ready,13291,1568759470.7430124
Tony Yayo,Jayson Williams,Drama Setter,13292,1568759475.9874501
SpaceGhostPurrp,Vince Carter,Suck a Dick 2012,13288,1568759484.5555105
Tony Yayo,Jayson Williams,Drama Setter,13292,1568759498.9544065
Too Short,Gary Payton,Just Another Day,13292,1568759505.9246175
Tracey Lee,Reggie Miller,Keep Your Hands High,13292,1568759549.3017037
50 Cent,Mike Jackson,Westside Story,13295,1568759551.2034574
Spose,Avery Bradley,Greatest Shit Ever,13288,1568759587.7141998
Spose,Paul Pierce,The King of Maine,13288,1568759596.754188
Spose,Dwyane Wade,The King of Maine,13288,1568759596.7543232
Spose,Paul Pierce,The King of Maine,13288,1568759596.7544277
Spose,Paul Pierce,The King of Maine,13288,1568759596.754526
Roc Marciano,Tracy McGrady,Tek To A Mack,13287,1568759608.3820732
7L and Esoteric,Moses Malone,Watch Me,13295,1568759628.3394556
7L and Esoteric,Steve Nash,Public Execution,13295,1568759633.6258655
Yo Gotti,Michael Jordan,Act Right,13291,1568759641.3964174
Scrilla,Michael Jordan,Mutulu Shakur,13297,1568759645.6830058
Roddy Ricch,Larry Bird,Every Season,13287,1568759648.6618657
Roddy Ricch,Larry Bird,Every Season,13287,1568759651.8071191
Stalley,Kevin Durant,Samson,13288,1568759656.39847
Stalley,John Salley,Party Heart,13288,1568759658.9983594
8Ball & MJG,James Jones,Meal Ticket,13295,1568759672.809084
Trey Songz,Marc Gasol,Bounce It,13292,1568759683.230784
Starlito,James Harden,Boomshakalaka,13288,1568759714.1154
Starlito,Pete Maravich,Boomshakalaka,13288,1568759714.1155384
Young Buck,Bobby Brown,Get Buck,13291,1568759719.4361334
Young Buck,Bobby Brown,Get Buck,13291,1568759724.2646866
Sean Price,Rajon Rondo,Laced Cheeba (feat. Ghostface, Sean Price, & Trife Diesel),13297,1568759730.719903
Starlito,Hedo Türkoğlu,Just Want It All,13288,1568759733.1216621
Sean Price,John Starks,Sean Price,13297,1568759734.457388
Sean Price,Andre Iguodala,The 3 Lyrical Ps,13297,1568759735.0969574
